Station,Year,Month,Day,Daily Rainfall Total (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm)
Pasir Panjang,2018,1,1,54.6,25.2,27.0,23.5,10.1,30.6,12.6,15.6,24.2
Pasir Panjang,2018,1,2,2.8,25.8,28.0,24.8,9.0,27.0,1.6,2.2,2.8
Pasir Panjang,2018,1,3,0.0,26.8,31.1,24.8,8.6,25.2,0.0,0.0,0.0
Pasir Panjang,2018,1,4,1.8,26.9,29.5,24.9,9.7,39.6,1.6,1.6,1.6
Pasir Panjang,2018,1,5,18.6,26.4,28.3,24.2,6.1,20.9,8.4,11.4,16.8
Pasir Panjang,2018,1,6,0.0,27.5,30.1,25.3,7.6,20.9,0.0,0.0,0.0
Pasir Panjang,2018,1,7,0.0,27.9,32.3,26.2,7.9,25.9,0.0,0.0,0.0
Pasir Panjang,2018,1,8,23.4,27.0,30.3,24.2,7.6,31.0,8.8,9.0,9.0
Pasir Panjang,2018,1,9,34.8,26.9,31.8,23.4,10.8,46.4,24.6,28.0,34.8
Pasir Panjang,2018,1,10,10.2,25.2,27.2,23.7,10.8,33.8,1.2,2.4,3.8
Pasir Panjang,2018,1,11,9.6,24.2,25.6,22.6,20.5,58.7,4.4,4.6,4.8
Pasir Panjang,2018,1,12,3.0,23.2,24.5,22.4,20.9,51.1,0.4,0.6,1.0
Pasir Panjang,2018,1,13,9.8,23.2,24.3,22.7,16.9,43.2,1.4,2.2,3.0
Pasir Panjang,2018,1,14,4.4,23.9,25.8,22.0,15.5,49.7,1.0,1.6,2.6
Pasir Panjang,2018,1,15,0.8,25.1,27.6,23.4,14.4,43.2,0.6,0.6,0.6
Pasir Panjang,2018,1,16,0.0,26.7,29.6,24.2,13.3,37.4,0.0,0.0,0.0
Pasir Panjang,2018,1,17,0.0,27.3,31.7,25.3,10.8,38.5,0.0,0.0,0.0
Pasir Panjang,2018,1,18,1.0,27.3,31.7,25.1,11.5,31.0,1.0,1.0,1.0
Pasir Panjang,2018,1,19,24.0,26.9,32.1,24.7,9.4,32.4,21.6,23.6,24.0
Pasir Panjang,2018,1,20,17.4,26.6,28.8,24.4,8.6,38.9,17.2,17.2,17.2
Pasir Panjang,2018,1,21,0.0,27.8,31.3,25.2,13.3,37.8,0.0,0.0,0.0
Pasir Panjang,2018,1,22,0.0,28.3,31.3,26.0,12.6,43.2,0.0,0.0,0.0
Pasir Panjang,2018,1,23,3.8,27.4,30.0,25.5,10.8,57.2,3.8,3.8,3.8
Pasir Panjang,2018,1,24,53.4,26.6,31.1,23.3,10.1,47.2,16.6,20.0,30.8
Pasir Panjang,2018,1,25,0.2,26.8,30.3,24.5,9.4,33.1,0.2,0.2,0.2
Pasir Panjang,2018,1,26,31.6,26.6,30.5,23.9,8.3,42.5,21.8,26.2,31.6
Pasir Panjang,2018,1,27,0.0,27.9,31.5,25.3,9.7,32.0,0.0,0.0,0.0
Pasir Panjang,2018,1,28,1.8,27.2,31.7,25.6,9.7,30.2,1.4,1.4,1.4
Pasir Panjang,2018,1,29,0.0,27.9,31.2,25.0,14.8,45.7,0.0,0.0,0.0
Pasir Panjang,2018,1,30,0.0,28.0,31.9,26.5,11.2,32.0,0.0,0.0,0.0
Pasir Panjang,2018,1,31,0.0,27.8,32.0,25.8,11.2,27.7,0.0,0.0,0.0
Pasir Panjang,2018,2,1,0.6,28.5,32.6,26.4,14.8,47.2,0.6,0.6,0.6
Pasir Panjang,2018,2,2,5.6,26.1,28.0,24.8,13.7,40.0,4.0,5.4,5.4
Pasir Panjang,2018,2,3,0.0,27.5,30.9,25.0,15.5,46.4,0.0,0.0,0.0
Pasir Panjang,2018,2,4,0.0,27.1,30.4,25.7,15.8,47.5,0.0,0.0,0.0
Pasir Panjang,2018,2,5,1.2,27.1,30.1,25.5,17.6,50.8,1.2,1.2,1.2
Pasir Panjang,2018,2,6,0.0,26.9,30.5,24.9,17.3,43.9,0.0,0.0,0.0
Pasir Panjang,2018,2,7,0.0,26.3,28.6,24.8,15.8,45.7,0.0,0.0,0.0
Pasir Panjang,2018,2,8,0.0,26.7,30.7,24.4,15.5,41.8,0.0,0.0,0.0
Pasir Panjang,2018,2,9,0.0,27.0,31.2,24.2,14.4,38.9,0.0,0.0,0.0
Pasir Panjang,2018,2,10,0.0,27.0,30.8,24.3,14.4,34.6,0.0,0.0,0.0
Pasir Panjang,2018,2,11,0.0,27.3,31.2,24.8,16.6,40.7,0.0,0.0,0.0
Pasir Panjang,2018,2,12,0.0,27.5,31.7,24.9,18.7,50.0,0.0,0.0,0.0
Pasir Panjang,2018,2,13,0.0,27.7,32.1,25.2,13.7,36.4,0.0,0.0,0.0
Pasir Panjang,2018,2,14,0.0,27.4,31.6,25.1,13.0,35.3,0.0,0.0,0.0
Pasir Panjang,2018,2,15,0.0,27.7,32.1,25.5,10.8,32.0,0.0,0.0,0.0
Pasir Panjang,2018,2,16,0.0,27.5,30.8,25.4,10.8,27.4,0.0,0.0,0.0
Pasir Panjang,2018,2,17,0.0,27.8,31.3,25.4,11.9,31.0,0.0,0.0,0.0
Pasir Panjang,2018,2,18,0.0,27.9,32.3,25.9,10.4,28.4,0.0,0.0,0.0
Pasir Panjang,2018,2,19,0.0,28.0,33.0,25.0,12.6,37.1,0.0,0.0,0.0
Pasir Panjang,2018,2,20,0.0,28.2,32.3,25.5,12.6,32.8,0.0,0.0,0.0
Pasir Panjang,2018,2,21,0.0,28.2,32.8,25.6,12.2,35.3,0.0,0.0,0.0
Pasir Panjang,2018,2,22,0.0,28.1,32.0,25.8,11.9,38.9,0.0,0.0,0.0
Pasir Panjang,2018,2,23,32.6,26.7,31.3,23.6,10.1,38.2,17.4,23.0,28.4
Pasir Panjang,2018,2,24,0.0,26.3,29.0,25.1,11.2,35.6,0.0,0.0,0.0
Pasir Panjang,2018,2,25,0.0,27.6,30.6,25.7,11.9,32.0,0.0,0.0,0.0
Pasir Panjang,2018,2,26,0.0,27.9,31.1,25.8,13.7,38.5,0.0,0.0,0.0
Pasir Panjang,2018,2,27,0.0,27.8,32.1,25.6,11.2,31.0,0.0,0.0,0.0
Pasir Panjang,2018,2,28,3.6,27.7,31.6,25.9,11.9,35.6,3.4,3.6,3.6
Pasir Panjang,2018,3,1,0.4,28.1,32.3,26.0,9.4,31.0,0.4,0.4,0.4
Pasir Panjang,2018,3,2,0.0,27.8,31.5,26.3,8.6,28.1,0.0,0.0,0.0
Pasir Panjang,2018,3,3,41.0,27.8,32.8,23.4,8.6,35.3,37.0,40.8,40.8
Pasir Panjang,2018,3,4,0.4,27.8,31.4,26.1,7.6,38.5,0.2,0.4,0.4
Pasir Panjang,2018,3,5,0.0,29.0,33.3,26.3,10.8,29.5,0.0,0.0,0.0
Pasir Panjang,2018,3,6,13.0,28.4,31.3,24.8,9.7,56.5,13.0,13.0,13.0
Pasir Panjang,2018,3,7,15.2,26.7,28.0,24.2,11.5,54.0,13.2,13.6,13.6
Pasir Panjang,2018,3,8,0.0,27.5,30.0,25.9,9.7,31.3,0.0,0.0,0.0
Pasir Panjang,2018,3,9,0.0,28.7,32.5,25.9,14.0,40.7,0.0,0.0,0.0
Pasir Panjang,2018,3,10,6.4,27.4,29.3,25.9,14.8,51.8,3.4,3.6,3.6
Pasir Panjang,2018,3,11,0.0,28.1,31.2,25.9,13.7,40.0,0.0,0.0,0.0
Pasir Panjang,2018,3,12,10.4,27.6,30.7,25.5,11.9,45.7,7.4,10.4,10.4
Pasir Panjang,2018,3,13,0.0,28.4,32.4,26.4,10.4,40.3,0.0,0.0,0.0
Pasir Panjang,2018,3,14,0.0,28.6,33.1,26.2,9.4,28.1,0.0,0.0,0.0
Pasir Panjang,2018,3,15,0.0,28.7,32.1,26.2,8.6,22.0,0.0,0.0,0.0
Pasir Panjang,2018,3,16,0.0,28.7,31.8,25.3,8.6,37.8,0.0,0.0,0.0
Pasir Panjang,2018,3,17,11.4,28.6,32.3,26.1,9.7,40.3,10.6,10.6,11.4
Pasir Panjang,2018,3,18,0.0,28.9,33.1,26.5,11.5,31.0,0.0,0.0,0.0
Pasir Panjang,2018,3,19,1.0,28.8,32.4,26.6,9.7,27.4,0.6,1.0,1.0
Pasir Panjang,2018,3,20,4.6,28.4,32.4,25.6,9.7,53.3,4.0,4.4,4.4
Pasir Panjang,2018,3,21,0.0,28.4,31.7,26.5,9.7,33.8,0.0,0.0,0.0
Pasir Panjang,2018,3,22,0.0,29.2,33.3,26.9,14.0,38.9,0.0,0.0,0.0
Pasir Panjang,2018,3,23,0.0,29.0,32.9,26.5,11.5,32.4,0.0,0.0,0.0
Pasir Panjang,2018,3,24,40.4,27.8,32.1,23.4,10.8,43.6,17.6,24.4,40.4
Pasir Panjang,2018,3,25,7.2,27.1,29.3,25.5,7.9,27.7,5.4,5.4,5.4
Pasir Panjang,2018,3,26,81.8,27.0,32.0,24.0,9.7,34.2,29.8,45.4,59.2
Pasir Panjang,2018,3,27,4.8,25.6,27.4,23.9,14.4,55.4,3.4,3.6,3.8
Pasir Panjang,2018,3,28,0.0,27.2,30.3,25.2,8.6,27.4,0.0,0.0,0.0
Pasir Panjang,2018,3,29,0.0,27.5,30.8,26.2,8.6,23.0,0.0,0.0,0.0
Pasir Panjang,2018,3,30,2.0,27.5,31.1,24.0,7.9,62.3,1.2,1.6,2.0
Pasir Panjang,2018,3,31,0.0,28.5,31.4,26.2,11.9,46.4,0.0,0.0,0.0
Pasir Panjang,2018,4,1,3.0,27.9,32.3,26.5,10.1,31.0,2.4,3.0,3.0
Pasir Panjang,2018,4,2,20.2,28.2,33.1,24.3,11.2,45.0,15.4,19.2,20.0
Pasir Panjang,2018,4,3,0.0,28.6,33.0,26.6,9.0,28.1,0.0,0.0,0.0
Pasir Panjang,2018,4,4,0.0,28.8,31.6,26.5,10.1,27.4,0.0,0.0,0.0
Pasir Panjang,2018,4,5,0.0,29.0,32.5,26.4,8.6,25.9,0.0,0.0,0.0
Pasir Panjang,2018,4,6,0.0,28.9,32.0,26.6,9.7,25.6,0.0,0.0,0.0
Pasir Panjang,2018,4,7,2.8,28.0,31.9,26.5,9.4,28.8,1.6,2.0,2.8
Pasir Panjang,2018,4,8,0.0,28.7,32.5,26.7,11.5,36.0,0.0,0.0,0.0
Pasir Panjang,2018,4,9,0.0,29.0,33.0,26.9,13.0,43.9,0.0,0.0,0.0
Pasir Panjang,2018,4,10,0.0,29.1,32.4,27.1,8.6,27.7,0.0,0.0,0.0
Pasir Panjang,2018,4,11,0.0,29.5,33.1,27.1,9.7,28.1,0.0,0.0,0.0
Pasir Panjang,2018,4,12,2.8,29.4,32.6,27.4,9.4,27.0,1.4,2.0,2.6
Pasir Panjang,2018,4,13,1.0,29.5,32.9,27.6,10.4,33.8,1.0,1.0,1.0
Pasir Panjang,2018,4,14,4.4,28.1,31.4,25.4,7.2,44.3,2.0,3.6,4.0
Pasir Panjang,2018,4,15,5.6,27.6,31.4,25.8,8.3,33.5,4.2,4.4,4.4
Pasir Panjang,2018,4,16,0.8,26.9,28.8,26.3,7.6,50.4,0.4,0.4,0.6
Pasir Panjang,2018,4,17,14.4,27.7,32.7,24.7,7.2,48.2,10.0,12.8,14.4
Pasir Panjang,2018,4,18,0.0,29.1,33.7,26.3,9.4,29.9,0.0,0.0,0.0
Pasir Panjang,2018,4,19,36.0,28.0,31.3,24.2,7.2,37.4,31.6,35.8,36.0
Pasir Panjang,2018,4,20,48.8,27.8,33.0,24.8,7.9,38.9,33.0,43.8,44.2
Pasir Panjang,2018,4,21,2.0,27.5,31.5,26.1,7.2,24.8,1.0,1.2,1.2
Pasir Panjang,2018,4,22,0.0,28.1,31.5,26.5,6.5,31.3,0.0,0.0,0.0
Pasir Panjang,2018,4,23,7.6,27.8,31.2,25.5,6.8,31.7,6.0,7.2,7.6
Pasir Panjang,2018,4,24,0.0,28.5,31.3,26.3,10.8,28.8,0.0,0.0,0.0
Pasir Panjang,2018,4,25,0.0,30.2,32.7,27.9,11.2,29.9,0.0,0.0,0.0
Pasir Panjang,2018,4,26,1.6,29.4,31.8,27.5,8.6,36.4,1.0,1.2,1.4
Pasir Panjang,2018,4,27,3.8,27.4,30.5,24.7,7.9,49.3,1.2,2.0,2.8
Pasir Panjang,2018,4,28,0.0,28.7,31.7,26.0,7.9,25.2,0.0,0.0,0.0
Pasir Panjang,2018,4,29,0.0,30.0,32.6,28.0,10.1,26.6,0.0,0.0,0.0
Pasir Panjang,2018,4,30,0.0,29.8,32.8,28.4,10.1,42.5,0.0,0.0,0.0
Pasir Panjang,2018,5,1,42.6,27.8,29.8,24.9,6.5,33.5,33.8,41.2,41.4
Pasir Panjang,2018,5,2,2.0,28.3,31.8,25.9,6.8,26.3,1.6,1.8,1.8
Pasir Panjang,2018,5,3,0.6,28.6,31.4,26.2,6.1,30.2,0.6,0.6,0.6
Pasir Panjang,2018,5,4,0.0,29.3,32.2,27.1,7.6,25.6,0.0,0.0,0.0
Pasir Panjang,2018,5,5,0.0,29.3,31.5,27.2,9.0,29.9,0.0,0.0,0.0
Pasir Panjang,2018,5,6,2.4,29.8,32.6,26.3,8.3,36.7,2.2,2.2,2.4
Pasir Panjang,2018,5,7,0.0,29.8,32.7,27.6,9.0,23.8,0.0,0.0,0.0
Pasir Panjang,2018,5,8,0.0,30.5,33.4,28.6,10.1,25.2,0.0,0.0,0.0
Pasir Panjang,2018,5,9,0.0,30.7,33.7,28.9,11.2,26.6,0.0,0.0,0.0
Pasir Panjang,2018,5,10,0.0,29.8,31.8,27.9,9.7,36.4,0.0,0.0,0.0
Pasir Panjang,2018,5,11,0.0,29.9,32.1,27.7,8.6,43.9,0.0,0.0,0.0
Pasir Panjang,2018,5,12,0.0,30.0,33.0,28.7,9.4,31.0,0.0,0.0,0.0
Pasir Panjang,2018,5,13,2.0,29.0,31.2,26.7,7.6,22.0,0.6,1.0,1.2
Pasir Panjang,2018,5,14,12.0,29.1,31.1,24.8,8.3,36.0,11.0,12.0,12.0
Pasir Panjang,2018,5,15,10.0,29.0,31.5,26.7,7.9,26.6,6.6,7.4,7.4
Pasir Panjang,2018,5,16,5.2,28.0,31.3,26.0,9.0,47.2,2.0,3.0,4.6
Pasir Panjang,2018,5,17,0.0,29.2,31.4,26.8,8.6,27.0,0.0,0.0,0.0
Pasir Panjang,2018,5,18,0.6,28.6,32.0,25.7,7.9,40.7,0.6,0.6,0.6
Pasir Panjang,2018,5,19,18.2,28.0,30.5,25.4,7.2,36.7,15.0,17.4,18.2
Pasir Panjang,2018,5,20,11.2,27.5,29.9,25.7,6.5,23.0,8.8,9.4,11.2
Pasir Panjang,2018,5,21,0.0,28.7,30.5,26.8,7.6,19.8,0.0,0.0,0.0
Pasir Panjang,2018,5,22,0.0,29.4,31.3,28.3,7.6,21.6,0.0,0.0,0.0
Pasir Panjang,2018,5,23,12.2,27.7,29.0,25.2,7.9,32.4,5.2,5.2,5.2
Pasir Panjang,2018,5,24,0.2,29.0,33.0,25.1,12.2,52.2,0.2,0.2,0.2
Pasir Panjang,2018,5,25,5.8,29.0,32.0,27.0,7.2,34.2,3.2,3.2,3.4
Pasir Panjang,2018,5,26,48.6,27.8,31.6,25.1,7.6,39.2,20.6,31.0,36.6
Pasir Panjang,2018,5,27,1.6,27.7,30.2,25.3,10.4,42.5,0.8,1.4,1.4
Pasir Panjang,2018,5,28,19.8,28.1,29.2,24.9,8.6,44.3,10.4,14.4,19.6
Pasir Panjang,2018,5,29,0.4,28.3,31.2,26.5,7.2,30.6,0.2,0.4,0.4
Pasir Panjang,2018,5,30,56.4,28.0,30.4,24.7,6.5,28.4,19.6,29.6,31.8
Pasir Panjang,2018,5,31,0.6,28.3,29.6,26.3,6.5,30.2,0.4,0.6,0.6
Pasir Panjang,2018,6,1,19.2,28.2,30.6,24.9,10.1,49.0,6.6,8.4,14.4
Pasir Panjang,2018,6,2,41.6,27.5,30.4,22.9,7.9,55.8,24.6,35.4,38.2
Pasir Panjang,2018,6,3,1.8,29.4,32.2,27.0,6.5,20.9,1.8,1.8,1.8
Pasir Panjang,2018,6,4,13.8,29.3,31.5,23.5,9.0,55.1,12.6,13.8,13.8
Pasir Panjang,2018,6,5,0.0,30.2,32.5,28.7,9.7,25.6,0.0,0.0,0.0
Pasir Panjang,2018,6,6,0.0,30.4,33.1,28.9,9.4,22.7,0.0,0.0,0.0
Pasir Panjang,2018,6,7,0.0,30.6,32.9,29.2,9.4,24.1,0.0,0.0,0.0
Pasir Panjang,2018,6,8,0.0,29.3,30.9,24.6,9.7,58.7,0.0,0.0,0.0
Pasir Panjang,2018,6,9,0.0,29.9,31.1,29.0,7.9,19.1,0.0,0.0,0.0
Pasir Panjang,2018,6,10,0.0,30.1,31.9,29.0,9.4,26.6,0.0,0.0,0.0
Pasir Panjang,2018,6,11,0.0,30.4,32.7,29.4,9.7,25.2,0.0,0.0,0.0
Pasir Panjang,2018,6,12,3.0,29.9,31.3,26.7,8.6,36.0,3.0,3.0,3.0
Pasir Panjang,2018,6,13,1.4,29.2,31.1,27.1,9.0,24.8,1.4,1.4,1.4
Pasir Panjang,2018,6,14,0.0,29.6,31.8,28.4,7.2,24.8,0.0,0.0,0.0
Pasir Panjang,2018,6,15,2.2,27.7,29.5,24.4,9.4,65.5,1.0,1.2,1.6
Pasir Panjang,2018,6,16,0.0,29.8,32.6,28.0,8.3,31.3,0.0,0.0,0.0
Pasir Panjang,2018,6,17,0.0,30.1,32.4,28.9,9.0,22.7,0.0,0.0,0.0
Pasir Panjang,2018,6,18,0.8,29.0,30.8,26.4,8.6,28.8,0.6,0.6,0.8
Pasir Panjang,2018,6,19,2.2,28.2,30.4,25.0,10.8,67.3,2.0,2.0,2.0
Pasir Panjang,2018,6,20,24.2,27.4,30.0,23.6,8.3,73.4,9.8,15.6,22.8
Pasir Panjang,2018,6,21,0.0,28.7,31.6,26.5,7.2,24.8,0.0,0.0,0.0
Pasir Panjang,2018,6,22,0.0,28.9,31.6,27.1,8.3,25.2,0.0,0.0,0.0
Pasir Panjang,2018,6,23,0.0,28.0,30.1,26.3,8.6,32.8,0.0,0.0,0.0
Pasir Panjang,2018,6,24,6.4,27.0,28.6,24.0,11.9,57.2,5.8,6.2,6.2
Pasir Panjang,2018,6,25,29.6,26.8,28.1,23.0,8.6,65.9,21.4,27.2,29.0
Pasir Panjang,2018,6,26,11.8,27.4,28.4,24.0,7.6,31.3,10.8,11.4,11.6
Pasir Panjang,2018,6,27,27.2,26.5,28.3,23.4,11.2,49.7,14.6,23.4,25.2
Pasir Panjang,2018,6,28,0.0,28.1,30.3,26.6,10.8,28.8,0.0,0.0,0.0
Pasir Panjang,2018,6,29,54.0,26.7,28.2,23.1,7.9,32.0,37.2,48.4,51.4
Pasir Panjang,2018,6,30,0.6,28.5,30.2,27.3,9.0,24.5,0.6,0.6,0.6
Pasir Panjang,2018,7,1,0.6,27.6,29.5,26.5,9.4,46.8,0.2,0.4,0.4
Pasir Panjang,2018,7,2,0.4,27.8,29.1,26.6,8.6,27.0,0.4,0.4,0.4
Pasir Panjang,2018,7,3,1.6,28.0,29.6,24.5,7.9,54.7,0.8,1.0,1.4
Pasir Panjang,2018,7,4,0.0,29.0,31.4,27.1,9.0,25.2,0.0,0.0,0.0
Pasir Panjang,2018,7,5,0.0,29.3,31.6,27.8,9.7,30.6,0.0,0.0,0.0
Pasir Panjang,2018,7,6,0.0,29.3,32.1,28.1,10.1,26.3,0.0,0.0,0.0
Pasir Panjang,2018,7,7,0.0,29.1,31.2,28.2,9.7,26.3,0.0,0.0,0.0
Pasir Panjang,2018,7,8,0.0,29.0,30.9,28.0,10.4,34.9,0.0,0.0,0.0
Pasir Panjang,2018,7,9,0.0,29.0,31.0,25.7,9.7,30.6,0.0,0.0,0.0
Pasir Panjang,2018,7,10,11.8,27.2,29.0,23.7,13.3,54.4,5.8,10.0,11.6
Pasir Panjang,2018,7,11,0.0,28.6,31.0,27.3,9.0,27.0,0.0,0.0,0.0
Pasir Panjang,2018,7,12,0.0,29.4,31.9,28.1,10.1,23.4,0.0,0.0,0.0
Pasir Panjang,2018,7,13,0.0,29.2,31.4,28.0,11.2,29.2,0.0,0.0,0.0
Pasir Panjang,2018,7,14,0.0,29.1,31.1,26.3,10.4,46.8,0.0,0.0,0.0
Pasir Panjang,2018,7,15,2.4,27.8,30.4,23.3,11.2,62.6,0.8,1.2,1.6
Pasir Panjang,2018,7,16,0.0,29.1,31.5,27.9,10.8,31.0,0.0,0.0,0.0
Pasir Panjang,2018,7,17,0.0,29.4,31.3,28.0,10.8,27.4,0.0,0.0,0.0
Pasir Panjang,2018,7,18,0.0,29.5,31.4,28.5,10.1,27.0,0.0,0.0,0.0
Pasir Panjang,2018,7,19,9.0,28.7,31.1,24.1,10.1,72.4,8.2,8.8,9.0
Pasir Panjang,2018,7,20,10.8,29.3,31.4,26.0,9.7,56.5,10.4,10.8,10.8
Pasir Panjang,2018,7,21,2.6,28.8,29.8,26.0,9.4,52.2,2.4,2.4,2.4
Pasir Panjang,2018,7,22,0.0,29.3,31.4,28.1,9.7,36.7,0.0,0.0,0.0
Pasir Panjang,2018,7,23,0.0,29.8,32.9,28.3,10.1,25.2,0.0,0.0,0.0
Pasir Panjang,2018,7,24,0.0,29.8,32.3,28.4,11.2,29.2,0.0,0.0,0.0
Pasir Panjang,2018,7,25,0.4,27.6,29.7,24.8,10.4,52.9,0.2,0.2,0.4
Pasir Panjang,2018,7,26,0.0,28.9,31.9,26.7,8.6,27.7,0.0,0.0,0.0
Pasir Panjang,2018,7,27,0.0,29.4,31.7,27.8,11.2,25.9,0.0,0.0,0.0
Pasir Panjang,2018,7,28,0.0,29.7,32.5,28.1,10.4,26.3,0.0,0.0,0.0
Pasir Panjang,2018,7,29,8.4,29.2,32.0,24.7,9.4,44.6,8.4,8.4,8.4
Pasir Panjang,2018,7,30,3.6,27.2,28.7,24.5,12.2,56.5,1.4,2.6,2.8
Pasir Panjang,2018,7,31,0.0,27.8,30.3,26.8,7.6,28.4,0.0,0.0,0.0
Pasir Panjang,2018,8,1,0.4,26.9,28.2,26.0,7.9,24.8,0.2,0.2,0.4
Pasir Panjang,2018,8,2,0.0,28.1,30.5,26.3,11.2,40.3,0.0,0.0,0.0
Pasir Panjang,2018,8,3,0.0,29.1,31.1,27.7,9.7,29.5,0.0,0.0,0.0
Pasir Panjang,2018,8,4,4.6,28.7,30.7,26.4,10.1,33.8,4.6,4.6,4.6
Pasir Panjang,2018,8,5,2.8,28.6,30.1,26.9,10.1,30.6,2.8,2.8,2.8
Pasir Panjang,2018,8,6,0.0,28.6,30.9,27.2,10.8,33.8,0.0,0.0,0.0
Pasir Panjang,2018,8,7,0.0,28.6,31.1,26.4,11.5,37.8,0.0,0.0,0.0
Pasir Panjang,2018,8,8,0.0,27.7,29.3,23.6,10.1,78.1,0.0,0.0,0.0
Pasir Panjang,2018,8,9,0.0,28.9,31.2,27.9,9.0,27.4,0.0,0.0,0.0
Pasir Panjang,2018,8,10,0.0,29.4,31.7,28.2,9.4,27.4,0.0,0.0,0.0
Pasir Panjang,2018,8,11,0.0,29.2,31.5,27.9,10.4,36.4,0.0,0.0,0.0
Pasir Panjang,2018,8,12,0.0,29.5,32.4,27.9,9.7,21.6,0.0,0.0,0.0
Pasir Panjang,2018,8,13,0.0,29.7,33.6,28.0,10.8,28.1,0.0,0.0,0.0
Pasir Panjang,2018,8,14,0.0,29.9,33.5,28.3,10.4,34.2,0.0,0.0,0.0
Pasir Panjang,2018,8,15,0.0,29.7,32.1,28.4,12.2,28.1,0.0,0.0,0.0
Pasir Panjang,2018,8,16,0.0,29.5,32.4,28.2,11.2,24.8,0.0,0.0,0.0
Pasir Panjang,2018,8,17,3.2,28.6,29.7,24.1,11.5,64.4,3.2,3.2,3.2
Pasir Panjang,2018,8,18,0.0,29.2,32.3,27.0,11.5,35.3,0.0,0.0,0.0
Pasir Panjang,2018,8,19,1.2,29.5,31.2,28.2,12.2,31.3,1.2,1.2,1.2
Pasir Panjang,2018,8,20,0.0,29.9,32.8,28.1,11.5,25.9,0.0,0.0,0.0
Pasir Panjang,2018,8,21,0.0,29.6,32.0,28.3,11.2,30.2,0.0,0.0,0.0
Pasir Panjang,2018,8,22,7.6,28.0,29.3,25.1,8.6,49.0,3.2,3.4,3.6
Pasir Panjang,2018,8,23,0.0,28.9,30.4,27.6,11.5,49.0,0.0,0.0,0.0
Pasir Panjang,2018,8,24,6.0,27.9,30.1,24.4,8.3,39.6,5.4,5.6,5.6
Pasir Panjang,2018,8,25,0.0,27.8,30.2,25.9,10.8,46.1,0.0,0.0,0.0
Pasir Panjang,2018,8,26,0.0,29.4,32.6,27.6,9.4,25.2,0.0,0.0,0.0
Pasir Panjang,2018,8,27,0.0,29.6,32.2,28.1,11.9,28.8,0.0,0.0,0.0
Pasir Panjang,2018,8,28,0.0,29.0,30.7,28.0,8.3,36.7,0.0,0.0,0.0
Pasir Panjang,2018,8,29,0.0,28.6,30.3,27.7,8.6,24.1,0.0,0.0,0.0
Pasir Panjang,2018,8,30,0.0,28.9,31.3,26.7,9.4,29.5,0.0,0.0,0.0
Pasir Panjang,2018,8,31,28.8,27.9,30.5,24.7,9.7,48.6,14.0,15.6,28.6
Pasir Panjang,2018,9,1,0.0,28.2,30.3,25.9,8.6,22.0,0.0,0.0,0.0
Pasir Panjang,2018,9,2,20.0,27.5,28.8,24.2,6.8,52.9,12.8,14.6,19.6
Pasir Panjang,2018,9,3,0.2,28.2,30.3,25.6,9.0,37.8,0.2,0.2,0.2
Pasir Panjang,2018,9,4,8.8,26.6,28.5,23.0,10.1,83.2,5.0,6.8,8.4
Pasir Panjang,2018,9,5,0.0,27.8,30.3,25.7,8.3,30.6,0.0,0.0,0.0
Pasir Panjang,2018,9,6,0.0,28.7,30.8,27.3,8.6,28.1,0.0,0.0,0.0
Pasir Panjang,2018,9,7,11.8,27.6,29.1,25.5,7.6,33.5,6.0,7.0,7.8
Pasir Panjang,2018,9,8,22.0,27.0,28.4,23.6,8.6,64.1,7.6,11.6,16.2
Pasir Panjang,2018,9,9,0.2,28.0,29.5,26.7,8.6,45.7,0.2,0.2,0.2
Pasir Panjang,2018,9,10,2.6,28.0,29.5,24.9,9.0,38.9,1.2,1.4,1.4
Pasir Panjang,2018,9,11,1.0,27.1,28.5,25.5,7.6,31.7,0.8,0.8,1.0
Pasir Panjang,2018,9,12,6.8,27.9,29.7,25.7,9.7,35.3,6.2,6.2,6.2
Pasir Panjang,2018,9,13,0.0,29.3,31.7,27.6,9.4,27.7,0.0,0.0,0.0
Pasir Panjang,2018,9,14,0.0,29.3,32.8,27.8,10.4,25.2,0.0,0.0,0.0
Pasir Panjang,2018,9,15,0.0,29.0,30.6,28.2,9.4,28.4,0.0,0.0,0.0
Pasir Panjang,2018,9,16,0.0,28.9,30.1,28.0,11.2,29.2,0.0,0.0,0.0
Pasir Panjang,2018,9,17,0.0,29.2,31.5,27.9,10.4,24.5,0.0,0.0,0.0
Pasir Panjang,2018,9,18,0.2,28.1,30.5,26.7,9.0,46.8,0.2,0.2,0.2
Pasir Panjang,2018,9,19,28.6,27.0,31.0,23.7,8.3,33.8,11.6,16.0,22.8
Pasir Panjang,2018,9,20,6.6,26.7,29.6,23.4,9.4,55.1,4.0,4.0,4.4
Pasir Panjang,2018,9,21,9.2,26.4,28.7,23.4,9.7,45.4,7.2,8.8,9.0
Pasir Panjang,2018,9,22,7.2,28.0,30.5,25.8,9.7,33.1,7.0,7.0,7.0
Pasir Panjang,2018,9,23,0.0,29.0,31.5,26.4,9.0,25.9,0.0,0.0,0.0
